hotel,star,review,real_date
전주 덕진동 HOTEL THE H(더 에이치),6.0,오래된 모텔 특유의 쿰쿰한 냄새때문에 방을 바꾸고 환기도 시켰지만 어쩔 수 없더라구요   그리고 처음 배정받은 룸엔 고데기가 있었는데 바꾼 방에는 없더라구요   비품이 방마다 조금씩 다른 듯     제일 불편한 건 화장실에 문이 없다는 거였어요   수건 걸이도 없고      프론트에 계신 분은 친절해서 좋았는데 전체적으로 아쉽습니다 ,20230503
전주 덕진동 HOTEL THE H(더 에이치),10.0,예약한 방보다 업그레이드 해주셔서 잘 이용했습니다,20230430
전주 덕진동 HOTEL THE H(더 에이치),10.0,좋습니다   ,20230429
전주 덕진동 HOTEL THE H(더 에이치),2.0,사진보고갔고  할인쿠폰줘서할인받았을뿐입니다객실랜덤어쩌고하는이벤트  제일안좋은방주네요,20230428
전주 덕진동 HOTEL THE H(더 에이치),10.0,편하게 잘 이용했어요,20230424
전주 덕진동 HOTEL THE H(더 에이치),10.0,너무 좋았어요,20230423
전주 덕진동 HOTEL THE H(더 에이치),8.0,자주 오는데 저렴하고 좋아요,20230422
전주 덕진동 HOTEL THE H(더 에이치),10.0,깨끗하고 좋아요,20230420
전주 덕진동 HOTEL THE H(더 에이치),10.0,깨끗하고 좋아요,20230420
전주 덕진동 HOTEL THE H(더 에이치),10.0,가성비좋았어요,20230419
전주 덕진동 HOTEL THE H(더 에이치),10.0,다만족합니다 다만 음료수같은건없네용,20230417
전주 덕진동 HOTEL THE H(더 에이치),10.0,커튼 쪽하고 욕조가 청소가 잘 안돼있네요    그래도 다른건 다 좋았어요  편안하게 놀다 갑니다 ,20230413
전주 덕진동 HOTEL THE H(더 에이치),2.0,아침에 물이 필요하다고 하니 직접 내려와서 가져가거나 복도 청소하시는 분께 가서 받아가라네요     하하,20230413
전주 덕진동 HOTEL THE H(더 에이치),10.0,항상 편히쉬어갑니다 ,20230412
전주 덕진동 HOTEL THE H(더 에이치),10.0,출장일정 편히쉬어갑니다,20230412
전주 덕진동 HOTEL THE H(더 에이치),10.0,출장일정 편히쉬어갑니다,20230412
전주 덕진동 HOTEL THE H(더 에이치),6.0,약간 눅눅한 냄새가 나긴 하지만 괜찮았어요,20230411
전주 덕진동 HOTEL THE H(더 에이치),10.0,잘 쉬다갑니다,20230410
전주 덕진동 HOTEL THE H(더 에이치),8.0,무난해요 ,20230408
전주 덕진동 HOTEL THE H(더 에이치),10.0,침대가 푹신했어요   잘 이용했어요 ,20230407
전주 덕진동 HOTEL THE H(더 에이치),10.0,저렴했어요,20230406
전주 덕진동 HOTEL THE H(더 에이치),10.0,깔끔해용,20230405
전주 덕진동 HOTEL THE H(더 에이치),10.0,침구류도 깨끗하고 좋음       ,20230404
전주 덕진동 HOTEL THE H(더 에이치),10.0,늘 좋아요     위치도 청결도,20230403
전주 덕진동 HOTEL THE H(더 에이치),10.0,잘 이용했습니다 ,20230402
전주 덕진동 HOTEL THE H(더 에이치),10.0,좋았습니다,20230401
전주 덕진동 HOTEL THE H(더 에이치),10.0,저렴하게 잘 이용했음,20230329
전주 덕진동 HOTEL THE H(더 에이치),10.0,푹잘쉬다갑니다,20230327
전주 덕진동 HOTEL THE H(더 에이치),10.0,너무 잘 묵고가요,20230325
전주 덕진동 HOTEL THE H(더 에이치),10.0,조오아요호,20230325
전주 덕진동 HOTEL THE H(더 에이치),10.0,잘 쉬다가 갑니다,20230325
전주 덕진동 HOTEL THE H(더 에이치),10.0,진짜 깔끔함,20230320
전주 덕진동 HOTEL THE H(더 에이치),8.0,침구가 편하도 도 커서 시청하기좋아요근데 드라이기 위치가 좀 아쉽네요 드라이기는 고정인데 주변에 거울이 없어서 머리말리기가 힘드네요,20230320
전주 덕진동 HOTEL THE H(더 에이치),10.0,푹신해서 편하게 쉬었다가요,20230319
전주 덕진동 HOTEL THE H(더 에이치),2.0,겉 모습은 괜찮았는데         와          이불에서 담배냄새가      방에서는 담배 냄새가 안나는데 이불에서 담배냄새가 너무 나서 잠을 한숨도 못잤어요       그거 외에는 나름 관찮았음,20230318
전주 덕진동 HOTEL THE H(더 에이치),10.0,화장실에서 약간 냄새 올라오지만 청결도는 괜찮아요 ,20230316
전주 덕진동 HOTEL THE H(더 에이치),8.0,시설도 깨끗하고 들어가자마자 방바닥이 따뜻해서 좋았어요  근데 냉장고에 먹다남은 과일 통조림 같은게 있어서  다음에는 더 신경써주세용    그래도 전체적으로 만족스러웠어요     재방문의사 있어요,20230314
전주 덕진동 HOTEL THE H(더 에이치),10.0,깨끗하고 좋아용,20230313
전주 덕진동 HOTEL THE H(더 에이치),10.0,자알쉬다가 갑니다,20230311
전주 덕진동 HOTEL THE H(더 에이치),10.0,싸게 잘 이용했어요,20230310
전주 덕진동 HOTEL THE H(더 에이치),8.0,나쁘지않았습니다 ,20230305
전주 덕진동 HOTEL THE H(더 에이치),10.0,잘묵고갑니다,20230228
전주 덕진동 HOTEL THE H(더 에이치),10.0,잘묵고갑니다,20230228
전주 덕진동 HOTEL THE H(더 에이치),10.0,낄끔해요 ,20230227
전주 덕진동 HOTEL THE H(더 에이치),8.0,방음이 잘 안되요       옆방 샤워소리랑 핸즈폰 진동소리에 깼어요  그거빼면 좋아요,20230223
전주 덕진동 HOTEL THE H(더 에이치),10.0,좋았어요       ,20230223
전주 덕진동 HOTEL THE H(더 에이치),10.0,푹씬하고 좋아요,20230221
전주 덕진동 HOTEL THE H(더 에이치),10.0,친절하고 좋아요,20230219
전주 덕진동 HOTEL THE H(더 에이치),10.0,대실인데도 깨끗하고 좋은 방 주셔서 검사했어요   근데 더에이치는 항상 아쉬운게 침대 장판이 잘 안따뜻해져용 ,20230218
전주 덕진동 HOTEL THE H(더 에이치),8.0,좋습니다 ,20230215
전주 덕진동 HOTEL THE H(더 에이치),6.0,들어갔을 때 깔끔해요  다만 욕조와 세면대에 전에 썼던 물품 쓰레기들이 있어서 기분이 좋지는 않았어요  그래도 그냥 작은 쓰레기라 제가 버렸습니다  다음에 갈 때는 더 깨끗하면 좋을 것 같아요 ,20230215
전주 덕진동 HOTEL THE H(더 에이치),10.0,와  연결이 안되어 있네요    비데도 작동 안하네요   ,20230212
전주 덕진동 HOTEL THE H(더 에이치),10.0,좋았어요,20230212
전주 덕진동 HOTEL THE H(더 에이치),6.0,굿 잡    조아용,20230211
전주 덕진동 HOTEL THE H(더 에이치),10.0,입실시 다른 냄새도 안났고 깔끔한편입니다 ,20230209
전주 덕진동 HOTEL THE H(더 에이치),10.0,너무 좋았어요,20230207
전주 덕진동 HOTEL THE H(더 에이치),10.0,너무 좋았어요,20230207
전주 덕진동 HOTEL THE H(더 에이치),10.0,편하게 쉬었다가요,20230206
전주 덕진동 HOTEL THE H(더 에이치),10.0,침대가 푹씬해서 좋아요,20230206
전주 덕진동 HOTEL THE H(더 에이치),6.0,따뜻합니다,20230206
전주 덕진동 HOTEL THE H(더 에이치),10.0,잘 쉬다 갑니디,20230205
전주 덕진동 HOTEL THE H(더 에이치),10.0,잘 쉬다 갑니다,20230205
전주 덕진동 HOTEL THE H(더 에이치),8.0,매우좋아요,20230203
전주 덕진동 HOTEL THE H(더 에이치),10.0,깔끔하고 좋아요욕실에 문은 없음     ,20230203
전주 덕진동 HOTEL THE H(더 에이치),6.0,실이었는데     사진과 달라서 실망이 컸어요     들어가자마자 천장 벽지는 가상으로 떨어져서 떠있고     창문도 흐릿하고    벽지 떨어진 상황에 비해 청소상태는 깨끗했습니다   그리고 침대는 매우 푹신하고 이불이 가볍고 따뜻해서 저는 좋았고   처음 들어가서 좀 추웠는데 난방을 개별로 셋팅할 수 있어서 따뜻하게 잘 수 있었어요  도어락 건전지가 다 되서 문이 잘 안열리고 소리가 났던 점은 한 번 봐주셔야할 것 같네요  더보기,20230203
전주 덕진동 HOTEL THE H(더 에이치),10.0,침대가 푹씬하고 좋아요,20230202
전주 덕진동 HOTEL THE H(더 에이치),10.0,깨끗하고 좋습니다 ,20230201
전주 덕진동 HOTEL THE H(더 에이치),10.0,정말 좋아요 ,20230201
전주 덕진동 HOTEL THE H(더 에이치),10.0,항상 잘 묵고 갑니당,20230131
전주 덕진동 HOTEL THE H(더 에이치),10.0,넷플 최고,20230130
전주 덕진동 HOTEL THE H(더 에이치),8.0,잘 이용하고 갑니다 감사합니다,20230130
전주 덕진동 HOTEL THE H(더 에이치),10.0,아주좋아요,20230128
전주 덕진동 HOTEL THE H(더 에이치),10.0,만족합니다,20230128
전주 덕진동 HOTEL THE H(더 에이치),10.0,항상 잘 이용하고 있습니다 ,20230127
전주 덕진동 HOTEL THE H(더 에이치),10.0,깔끔하고 좋아요 ,20230126
전주 덕진동 HOTEL THE H(더 에이치),4.0,년 넘게 여기 이용했던 단골입니다 방 없을땐 직접 전화로 예약도 하고 오래 이용했습니다항상 갔을땐 거의 주말이라 남자사장님이 계셨는데 명절이라 그런지 카운터에 여자사장님이 계셨어요 방을 번이나 옮겼습니다첫번째는 샤워까지 하고 난 후 방 시스템이 안 좋다하여 두번째방으로 옮겼고 거기서도 시스템이 안 좋아 불이 안 켜지고 해서 세번째방으로 왔어요명절이라 문제가 생겨서 어쩔 수 없나보다 했는데화장실엔 누가 쓴 칫솔이 그대로 있었고   냉장고엔 먹다만 아이스크림이 그대로 있었습니다 진짜 위생 좋아서 여기만 계속 이용했어요 근데 냉장고는 진짜 꼭 하셨어야하는거 아닌가       빗도 머리카락 투성이고    리모컨도 먹통이라 결국 다른방에서 교체해왔구요다음날 오전에 잠시 외출하고 들어왔는데 키를 넣어도 불이 안 들어오더라구요 전화해도 카운터 사람도 없구요 밝아서 우선 기다리고 있었는데 퇴실인지 아셨나봐요 청소하시는 분들이 들어오시더라구요 이것도 좀 황당했어요 오전 시정도였고 그냥 키 없어서 퇴실이라고 보는건     문 앞에 신발을 보시더니 사람있다고 놀라시네요 그래서 저희 있다고 키 넣어도 불 안 들어온다고 몇 번 얘기하니 그제서야 불 들어오고 티비켜지고 했습니다 남자 사장님 계실땐 문제 생겨도 빨리빨리 피드백 해주시고 직접 오셔저 봐주시고 친절하신데 명절때 좀 기분이 상하네요 진짜 저 먹다만 아이스크림 덕분에 안에 있던 음료며 물도 안 먹었습니다 제발 신경 써주세요           믿고 기분 좋게 이용하던 곳이라 더 속상하네요지금까지 후기에 깨끗하고 친절해서 좋아요를 가득 남겨놨는데        더보기,20230125
전주 덕진동 HOTEL THE H(더 에이치),10.0,따뜻하고 좋았어용,20230124
전주 덕진동 HOTEL THE H(더 에이치),10.0,깔끔하고 좋았어요 ,20230122
전주 덕진동 HOTEL THE H(더 에이치),10.0,친절하시고 좋아요,20230122
전주 덕진동 HOTEL THE H(더 에이치),10.0,좋아요 저렴하고 깨끗합니다,20230119
전주 덕진동 HOTEL THE H(더 에이치),10.0,좋았습니다,20230117
전주 덕진동 HOTEL THE H(더 에이치),10.0,잘 쉬었습니다 ,20230116
전주 돌담집 별채 한옥스테이,10.0,한옥마을안에 있어서  쉬면서 놀기 좋았어요 ,20220508
전주 돌담집 별채 한옥스테이,10.0,잘 놀다왔어요 ,20220508
전주 돌담집 별채 한옥스테이,10.0,으어어어어 잘지지고왔어요 으어어어어,20220203
전주 태평동 케이비호텔,10.0,여행가는 데 숙소 예약을 늦게 해서 한옥마을 주변 숙소가 별로 남아있지 않아 예약하게 되었습니다   한옥마을과 인접해서 걸어서도 왕복할만해요   주변에 밥이나 간단하게 술먹을 곳도 많고 편의점도 가까운 편이에요   여행하기 바빠서 사우나는 이용 못해봤네요  저렴한 가격에 비해 시설이나 청결 상태도 불만족스러운 부분이 없었고   금연실이라 담배냄새도 안나서 쾌적했습니다   가성비 좋은 곳에서 잘 쉬고 돌아갑니다 ,20230601
전주 태평동 케이비호텔,10.0,가격대비 좋았습니다 이가격에 사우나까지 가능하고 생긴지 얼마 안되서 깔끔하네요 다만 창이 밖이랑 연결이 안되어 있어서 조금 답답했습니다 그래도 토요일에 이가격 이시설이면 아주 좋아요,20230522
전주 향교길선우가펜션(애견동반 감성한옥독채),10.0,잘 쉬고 갑니다,20230419
전주 향교길선우가펜션(애견동반 감성한옥독채),10.0,친절하시고 숙소는 낭만있습니다,20230308
전주 향교길선우가펜션(애견동반 감성한옥독채),10.0,너무 잘쉬었다갑니다  하루전날 급하게 구해서 막왔는데야놀자 첫고객이시라며    후기가없었어요      설명도 잘해주시고 친절하셨어요  소품도이쁘고 이불도 넉넉하고 방도 깨끗하고 따듯하게 해주셔서  만족도   였어요   한옥마을 처음와봤는데 입구쪽이고 가깝고 좋더라구요  아침에 강아지 산책도 즐기고    잘지내다 갑니다    다음에 오게되면또 선우가로 올께욧    더보기,20230213
전주 인후동 뉴하얏트,2.0,그냥 여기서 잘빠에는 공원에서 텐트치고자는게 좋을꺼같음 남자사장인가 너무 불친절함저녁 새벽은 추운데 더운사람있다고 보일러 안틀어주는모텔은 첨봄 더운사람이 문열어야지 ,20230405
전주 인후동 뉴하얏트,2.0,수건에서 꼬불털      나오고 오래사용한 누리끼리한수건은 교체좀      인테리어실내사진과 다릅니다    속지마세요   다시오고싶지않이요,20220820
전주 인후동 뉴하얏트,6.0,가성비좋아용,20220817
전주 인후동 뉴하얏트,10.0,괜찮았어요,20220815
전주 인후동 뉴하얏트,8.0,사장님 친절해서 좋았습니다만 금연실임에도 담배찌든내와 이불배게 누릿한 찌든내    수건깔고 자긴했습니다만 청결하지 못해 아쉽습니다,20220814
전주 인후동 뉴하얏트,10.0,생각보다 향기도 좋았고 청결도 좋았습니다   근데 새벽에 방안에서 잠깐 이상한소리가 나서 무서웠어요     미스터리   ,20220810
전주 인후동 뉴하얏트,10.0,잘쉬었습니다,20220805
전주 인후동 뉴하얏트,10.0,좋았습니다 ,20220615
전주 인후동 뉴하얏트,6.0,안녕하세요,20220522
전주 우아동 래미안,8.0,착한가격에 비해서 시설이 좋습니다 방도 넓어서 답답하지 않구요 화장실도 깨끗합니다 선택에 도음이 되시길,20230426
전주 우아동 래미안,10.0,너무 좋써요   재방문 할께요,20230414
전주 우아동 래미안,10.0,저렴한 가격에 난방 잘 되고 편히 쉬었네요,20230130
전주 우아동 래미안,8.0,가성비숙소최고입니다,20230602
전주 우아동 래미안,10.0,잘 쉬었습니다,20230601
전주 우아동 래미안,6.0,가격에 비해 좋습니다,20230601
전주 우아동 래미안,8.0,잘 이용했습니다 ,20230601
전주 우아동 래미안,8.0,질 이용했습니다 ,20230601
전주 우아동 래미안,8.0,가성비가 아주 좋습니다 친절하시구요,20230601
전주 우아동 래미안,10.0,잘 쉬다 갑니다이불만 좀 더 청결하고   자주 세탁해주셨으면 합니다,20230601
전주 우아동 래미안,10.0,세상에  후지다고 하는 댓글넘한듯건물은 노후했어도 깨끗  욕실넓고 깨끗 투배드에  와 이가격 이정도 너무 만족했어요 어메니티두 무료구 재방문 의사 임다잘쉬다가 가요,20230601
전주 우아동 래미안,10.0,가성비로 좋은곳이에요,20230601
전주 우아동 래미안,10.0,좋아요 잘 쉬다갑니다,20230601
전주 우아동 래미안,10.0,좋아요   다시 이용,20230524
전주 우아동 래미안,10.0,편히 쉬었습니다,20230522
전주 우아동 래미안,10.0,오랜만에 가보네요 여전히 가성비로는 좋은 곳이에요,20230521
전주 우아동 래미안,10.0,편히 쉬었습니다,20230520
전주 우아동 래미안,10.0,편히 쉬었습니다,20230517
전주 우아동 래미안,10.0,묵을만합니다,20230515
전주 우아동 래미안,10.0,편히 쉬었습니다,20230515
전주 우아동 래미안,10.0,조용하고 좋습니다     ,20230515
전주 우아동 래미안,10.0,        ,20230514
전주 우아동 래미안,10.0,편히 쉬었습니다,20230513
전주 우아동 래미안,8.0,가격대비 좋아요,20230513
전주 우아동 래미안,10.0,편히 쉬었습니다,20230512
전주 우아동 래미안,10.0,너무 좋아요,20230510
전주 우아동 래미안,10.0,너무 좋아요,20230510
전주 우아동 래미안,10.0,출장올때마다 이용하는데 좋아요,20230510
전주 우아동 래미안,10.0,가성비 좋고 근처 식사 장소가 많아 좋아요,20230507
전주 우아동 래미안,10.0,잘 이용했습니다 ,20230503
전주 우아동 래미안,10.0,잘 이용했습니다 ,20230503
전주 우아동 래미안,10.0,잘 이용했습니다 ,20230503
전주 우아동 래미안,8.0,잘 이용했습니다 ,20230503
전주 우아동 래미안,2.0,부탁드리니 사장님께서 바퀴벌레도 직접 잡아주시고 감사했습니다하지만 또 벌레가 기어나오더라구요그래서 연박이었는데    환불은 야놀자 시스템상 안될거같고그냥 다른 객실 잡아서 잣네요저렴하게 이용하시는분들은 좋은 선택지이고저는 자는내내 불안하기 싫어서 개인적으로는 좀 그랬어요더보기,20230501
전주 우아동 래미안,10.0,잘이용중입니당,20230501
전주 우아동 래미안,2.0,주말이라 정말 진짜 어디에도 방이 없어서 예약했어요 노랑색 베개에서는 다른 사람 체취가 많이 느껴졌고 욕실 세면대는 물이 잘 안내려가서 불편했어요 방바닥 먼지때문에 까실거리는 느낌이 불쾌했어요 방음은 기대하지마세요,20230430
전주 우아동 래미안,10.0,너무좋아요,20230427
전주 우아동 래미안,8.0,가격대비 좋아요,20230425
전주 우아동 래미안,10.0,잘쉬다갑니다,20230424
전주 우아동 래미안,10.0,편히 쉬었습니다,20230421
전주 우아동 래미안,10.0,편히 쉬었습니다,20230421
전주 우아동 래미안,10.0,편히쉬었습니다,20230420
전주 우아동 래미안,10.0,편히 쉬았습니다,20230418
전주 우아동 래미안,8.0,잘 이용했습니다 ,20230418
전주 우아동 래미안,8.0,잘 이용했습니다 ,20230418
전주 우아동 래미안,10.0,항상 잘 이용합니다,20230417
전주 우아동 래미안,8.0,잘 쉬다갑니다,20230417
전주 우아동 래미안,10.0,편히 쉬었습니다,20230417
전주 우아동 래미안,10.0,잘쉬다갑니다,20230415
전주 우아동 래미안,10.0,편히 쉬었습니다,20230415
전주 우아동 래미안,2.0,여관이에요,20230414
전주 우아동 래미안,10.0,잘쉬다갑니다,20230413
전주 우아동 래미안,10.0,편하게 잘 쉬었다갑니다,20230412
전주 우아동 래미안,10.0,편히 쉬었음,20230412
전주 우아동 래미안,10.0,편히쉬었습미다,20230410
전주 우아동 래미안,10.0,편히 쉬었습니다,20230408
전주 우아동 래미안,10.0,편히 쉬었습니다,20230408
전주 우아동 래미안,10.0,푹 쉬었음,20230404
전주 우아동 래미안,10.0,잘 이용했습니다 ,20230403
전주 우아동 래미안,10.0,잘 이용했습니다 ,20230403
전주 우아동 래미안,10.0,잘 이용했습니다 ,20230403
전주 우아동 래미안,10.0,잘 이용했습니다 ,20230403
전주 우아동 래미안,10.0,푹 쉬었습니다,20230328
전주 우아동 래미안,4.0,사진과 너무 달라서 조금 당황했습니다,20230327
전주 우아동 래미안,8.0,잘이용했습니다 ,20230321
전주 우아동 래미안,10.0,편히 쉬었습니다,20230321
전주 우아동 래미안,6.0,그가격에 딱맞아요,20230319
전주 우아동 래미안,10.0,편히 쉬었습니다,20230315
전주 우아동 래미안,6.0,하루 숙소로써 가격대비 그럭저럭 입니다   그냥 더이상도 더이하도 아닙니다   저렴한곳 찾는사람에게는 안성맞춤입니다 ,20230314
전주 우아동 래미안,8.0,잘 이용했습니다 ,20230314
전주 우아동 래미안,10.0,잘만 합니당   이정도면 굿,20230312
전주 우아동 래미안,10.0,편히 쉬었습니다,20230310
전주 우아동 래미안,10.0,편히 쉬었습니다,20230307
전주 우아동 래미안,10.0,편히 쉬었습니다,20230304
전주 우아동 래미안,10.0,편히 쉬었습니다,20230304
전주 우아동 래미안,10.0,굿 좋아요 ,20230217
전주 우아동 래미안,6.0,바닥이 엄청 따듯해서 우풍을 못느꼈습니다정말 따듯했습니다비품중에 치약이 없고 치솔 개만 있어서 아쉬웠습니다그래도 너무 따듯하게 자서 좋았어요,20230211
전주 우아동 래미안,10.0,잘 쉬었습니다,20230203
전주 우아동 래미안,10.0,굿 너무 좋아요,20230202
전주 우아동 래미안,10.0,잘쉬다가요,20230201
전주 우아동 래미안,10.0,깨끗하고 잘 쉬다갑니다 ,20230130
전주 우아동 래미안,8.0,전체적으로 만족합니다,20230120
전주 우아동 래미안,10.0,가성비 최곱니다,20230118
전주 우아동 래미안,10.0,쥬아여쥬아,20230104
전주 우아동 래미안,10.0,너무조아여,20230102
전주 우아동 래미안,10.0,너무조아여,20230102
전주 우아동 래미안,10.0,너무조아여,20230102
전주 우아동 래미안,10.0,너무조아여,20230102
전주 우아동 래미안,10.0,너무조아여,20230102
전주 우아동 래미안,10.0,너무조아여,20230102
전주 우아동 래미안,10.0,너무조아여,20230102
전주 우아동 래미안,10.0,괜찮아여   ,20221226
전주 우아동 래미안,10.0,조아여조아,20221226
전주 우아동 래미안,10.0,조아여조아,20221226
전주 우아동 래미안,10.0,        ,20221226
전주 우아동 래미안,10.0,        ,20221226
전주 우아동 래미안,10.0,        ,20221226
전주 우아동 래미안,10.0,조아여조아,20221226
전주 우아동 래미안,10.0,조아여조아,20221226
전주 가인당 한옥스테이,10.0,시설도 너무 좋았고 한옥마을 안에 있어서 돌아다니기 좋았어요   맛집 길거리 음식 등등도 다 가까워요   무엇보다 사장님이 너무 친절하시고 잘챙겨주셔서 감동받고 갑니다   ,20230507
전주 가인당 한옥스테이,10.0,방 큰 곳으로 바꿔 주셔서 너무 감사했습니다       난방도 너무 잘되어서 따뜻하게 잘 잤어요  조식 신청 까먹고 못했는데도 입구에 떡이랑 유자차 가져다 주셔서 너무너무 감사했습니다 덕분에 전주에서 좋은 추억 많이 쌓고 갑니다,20230220
전주 가인당 한옥스테이,10.0,방 깨끗하고 엄청 따뜻했습니다   사장님도 엄청 친절하셔서 너무 잘 놀다 갑니다 나중에 또 방문할게요   ,20221227
전주 가인당 한옥스테이,10.0,잘 쉬가갑니다,20230327
전주 가인당 한옥스테이,8.0,숙소도 깨끗하고 좋았고 조식 가래떡과 레몬차도 너무 맛있었습니다  푹  잘 잤습니다 한옥이라 조금 방음이 안되는것은 어느정도 이해할수있는 수준이었습니다,20230220
전주 가인당 한옥스테이,6.0,한옥 게하 세번짼데 습할때 가서 그런지화장실에 곰팡이 냄새도 나고  거미도 많구 화장실에 거미줄도 있고  더러운건 아니지만 그렇게 쾌적하진 않았어요한옥치고 방음은 잘돼고 수건도 넉넉히 주신점은 좋았어요   사장님도 매우 친절하신것 같아요더보기,20220626
전주 가인당 한옥스테이,10.0,편안한 숙소 였어요 다만 한옥이라 작은 벌레들은 자꾸 나오더라구여 그건만 빼면 괜찮아요 ,20220616
전주 가인당 한옥스테이,10.0,이번이 번째 방문입니다   전주한옥마을의 매력과 인근 전주천의 풍경도 좋아서 자주 오려고 합니다   가인당 숙소는 조용하면서 편안한 분위기라서 여유있는 여행을 도와주었던 것 같습니다   아침마다 가래떡에 차를 만들어주셔서 배가 따뜻했습니다   잘 쉬다가 갑니다     ,20220125
전주 가인당 한옥스테이,10.0,온돌 바닥은 허리 아플까봐 침대 찾아 예약했는데 주인 아저씨도 너무 너무 친절하시고 침대도 엄청 폭신해서 기분좋게 푹 잤어요     친할머니 집에 간 듯 해서 너무 좋았고 밤에 풀벌레 소리도 정말 듣기좋았습니다 ,20210915
전주 가인당 한옥스테이,8.0,방음이 잘안된다고해서 걱정했는데 조용했어요   저희도 조용히 하려고 신경썼다는     차랑 커피 물 있어서 좋았어요 냉장고도 있구요 아침에 가래떡 너무 맛있었어요 도착할때쯤 문자 친절하게 주셔서 잘왔어요조금 좁긴했지만 둘이 괜찮았구요 아 바닥 요가 얇아서 딱딱해서 좀 불편했어요 허리가 아팠다는 그거빼곤 괜찮았어요더보기,20210731
전주 가인당 한옥스테이,10.0,친절하게 해주셔서 정말 잘 쉬다갑니다 ,20210524
전주 가인당 한옥스테이,10.0,숙소 아기자기하고 넘 예뻐요  공용공간에 차와 커피도 마실 수 있고 조식 가래떡도 맛있게 잘 먹었습니다     나중에 재방문하고 싶네요     잘 쉬다 갑니다   ,20210302
전주 가인당 한옥스테이,8.0,전주한옥마을 근처라서 관광하기 편했고 문자로 공지사항을 알려 줘서 감사했습니다 ,20210102
전주 가인당 한옥스테이,10.0,좋아요 숙소도 예쁘고 주인분들도 친절하시고     나중에 또 오고 싶어요,20201231
전주 가인당 한옥스테이,8.0,생각보다 좋네요,20200711
전주 가인당 한옥스테이,10.0,너무 힐링하고 갑니다 ,20200628
전주 그네 한옥스테이,10.0,위치도 너무좋고 숙소도 다른 한옥에비해 공간이 넓어요   별채를 예약했는데 인정도 잘수있는 크기입니다   화장실은 넓고 깨끗하고 바닥까지 따뜻합니다      한옥의 특성상 우풍이 있는데 에어컨 난방으로 커버됩니다     굿굿 처음 도착했을때   사장님께서 웰컴티와 다과를 주셨는데 한옥이란 공간에서 차를 마셔보는 특별한 경험을 할 수 있었던거 같아요   또한   제가 급하게 필요한 물품이 있었는데 친절하게 대처해주셔서 너무 감사했습니다  앞에 천이 흐르는데 저녁에 밥먹고 나가서 천따라 한번 쭈     욱 산책하면 메인 한옥마을과는 또다른 분위기를 느끼실 수 있어요     정말 운치있어요      경험을 직접 해보면서 이 게스트하우스가 널리널리 알려졌으면 좋겠다는 마음이 큽니다       아쉽게도 아직 후기가 많이 없어서 발벗고 나섭니다      다른분들께서도 전주 한옥마을에서 숙박할 계획 있으시면 꼭 한번 그네 게스트하우스에서 체험해 보세용    더보기,20210228
전주 그네 한옥스테이,10.0,위치    한옥마을 중심가에서 아주아주 쪼금 떨어진곳이라 북적거리지않고 너무 좋았습니다  숙소상태    화장실이 나무벽으로 되어있어서 씻으면 습식사우나 냄새나고 좋아용  온돌도 따끈하고 화장실바닥도 따뜻해서 신기하고 좋아씁니다   그리고 엄청 청결해요  그 외   사장님 엄청 친절하시고 조식도 보자기에 싸서 시리얼   도넛    과일 등등 챙겨주셨어요  단점    방음이 너어어무 안되요       옆방이 친구들 여러명이서 놀러와서 개방을쓰는 듯 했는데   새벽 시까지 떠들고   틀어놓고 떠들고 웃는소리에 잠도 못자고 너무 힘들었어요 운 안좋으면 이런일이발생합니다더보기,20221120
전주 그네 한옥스테이,10.0,숙소 위치도 한옥마을이랑 가까워서 너무좋았고 조식도 깔끔하고 맛있었어요  사장님도 매우 친절하셔서 하룻밤 잘 자고 갑니다 감사합니다,20221009
전주 그네 한옥스테이,8.0,방이 생각보다 좁아요 한옥이라 방음이 안 되는 건 이해하지만 문 여닫는 소리가 생각보다 크네요       한옥마을이랑 거리가 좀 멀지만 앞이 한적해서 좋았어요   주인분이 친절하셔서 아주 좋았습니다 ,20220815
전주 그네 한옥스테이,10.0,조식 좋았고 위치도 괜찮았어요,20220815
전주 그네 한옥스테이,10.0,주인분도 친절하시고 좋았어요,20220621
전주 그네 한옥스테이,10.0,길가에 있어서 지나기는 사람들이보여 불편할수는 있지만 그만큼 이동 편하고 앞에 정자가 있어서 야외에서 쉬기도 편해요   그리고 친절하세요   방   화장실 깔끔 ,20220620
전주 그네 한옥스테이,10.0,사장님도 친절하시고 방도 깔끔했어요명이서 묵었는데 다들 숙소 잘골랐다고이 가격에 조식까지 주셔서 감동  다음에 전주가면 또 갈게요   ,20220424
전주 그네 한옥스테이,10.0,사장님께서 세심하게 배려해 주셔서 아이와 편히 쉬다가 갑니다   호텔처럼 청결하였고 방도 넓어서 다음에 가족들과 다시 방문하려고 합니다 ,20211012
전주 그네 한옥스테이,10.0,사장님이 친절하시고   조식도맛있고 물도좋고 방이 깨끗했어요       잘쉬다 갑니다 ,20211011
