hotel,star,review,date,real_date
전주 중화산동 산책한옥호텔,5,산책의 사장님들 모두 명절 즐거이 보내시길 바랍니다^^,2022.09.09,2022.09.09
전주 중화산동 산책한옥호텔,5,사장님 친절하시고 깔끔하고 좋아요.,2022.09.06,2022.09.06
전주 중화산동 산책한옥호텔,5,갈 때마다 사장님께서 친절하게 맞이해주세요.,2022.09.03,2022.09.03
전주 중화산동 산책한옥호텔,5,여행하기 딱 좋은 계절에 전주 여행은 산책!,2022.09.02,2022.09.02
전주 중화산동 산책한옥호텔,3,친절하고 깨끗하나요,2022.08.29,2022.08.29
전주 중화산동 산책한옥호텔,5,사장님께서 단골이라고 좋은 방으로 잘 챙겨주세요.,2022.08.28,2022.08.28
전주 중화산동 산책한옥호텔,5,"이제 곧 밤에는 쌀쌀해질 텐데, 산책은 난방이 잘 돼서 걱정 없어요~~",2022.08.26,2022.08.26
전주 중화산동 산책한옥호텔,5,깔끔해서 좋았습니다,2022.08.25,2022.08.25
전주 중화산동 산책한옥호텔,5,"새벽에 비가 많이 온 모양인데, 이중창이라 아주 조용하게 잘 잤습니다.",2022.08.20,2022.08.20
전주 중화산동 산책한옥호텔,5,어제도 깨끗하고 깔끔하게 잘 잤습니다^^,2022.08.19,2022.08.19
전주 중화산동 산책한옥호텔,5,잘쉬고  왔습니다~^^,2022.08.18,2022.08.18
전주 중화산동 산책한옥호텔,5,감사합니다~~^^,2022.08.16,2022.08.16
전주 중화산동 산책한옥호텔,5,잘쉬다갑니다~~!!,2022.08.14,2022.08.14
전주 중화산동 산책한옥호텔,5,잘쉬다 갑니다~~^^,2022.08.14,2022.08.14
전주 중화산동 산책한옥호텔,5,접급성도 좋고 주차도편하고 좋았어요,2022.08.14,2022.08.14
전주 중화산동 산책한옥호텔,5,조아요조아,2022.08.13,2022.08.13
전주 중화산동 산책한옥호텔,5,"밤에 계신 남자 사장님이 진짜 친절하세요. 어제 늦게 들어갔더니 연휴 시작이라 그런지 주차장에 자리가 없더라고요. 할 수 없다 생각하고 건물 바깥에 주차했는데, 사장님께서 차키 맡기라고 하시더니, 다른 차 나가자마자 아주 예쁘게 주차해주셨어요~~^^",2022.08.12,2022.08.12
전주 중화산동 산책한옥호텔,3,추가금이 비싸요,2022.08.10,2022.08.10
전주 중화산동 산책한옥호텔,5,큰 도로 옆에 있는데도 방음이 잘 돼서 시끄럽다는 생각이 안 들어요.,2022.08.07,2022.08.07
전주 중화산동 산책한옥호텔,5,"남자 사장님, 여자 사장님 모두모두 정말 친절하세요.",2022.08.05,2022.08.05
전주 중화산동 산책한옥호텔,3,전반적으로 나쁘지 않았어요,2022.08.05,2022.08.05
전주 중화산동 산책한옥호텔,1,"20대 부터 국내,해외 수많은 숙소를 이용해봤지만그중에 최악의 청결상태대실하고 청소도 안하고 방을 준건지 휴지통에 사정한 콘돔 그대로 있고 화장실 변기에는 여자머리카락 뭉치 내리지도 않은 상태로 방치.곳곳에 거미줄에 쌓여있는 먼지.손님이 하는 인사도 안받는 최악의 숙소였습니다전주에서 숙박하는 경우가 잦은데 이곳은 돈을 준다고 해도 안갈 정도로 최악이였네요 20년 넘은 장여관에서도 잘 쉬다 갔다고 느낄 정도로 청결에 무딘편인데 여기는 별한개도 아깝네요더보기",2022.08.03,2022.08.03
전주 중화산동 산책한옥호텔,1,샤워기 수압 너무 약해서 씻기불편했어요세면대 쓰면 밑으로 물 다새요연박으로 예약했는데 이틀째 체크인안했다고 전기끊기고...  체크인을 또해야하면 안내라도 해주시지..근처에 편의시설은 많아서 좋아요급하게잡은방이라 어쩔수없이 썼는데두번은 안갈것같아요더보기,2022.08.02,2022.08.02
전주 중화산동 산책한옥호텔,5,열대야에도 시원하게 잘 자요~~^^,2022.07.30,2022.07.30
전주 중화산동 산책한옥호텔,5,항상 개운하게 잘 자고 나와요~~^^,2022.07.29,2022.07.29
전주 중화산동 산책한옥호텔,5,깨끗하고 친절하시고 너무좋았어요,2022.07.23,2022.07.23
전주 중화산동 산책한옥호텔,5,"사장님 친절하시고, 방 깨끗하고, 시원하고, 주차장 넓고, 가격 저렴하고. 뭐 더 바랄 게 없어요.",2022.07.23,2022.07.23
전주 중화산동 산책한옥호텔,5,시원하고 편안하게 잘 자고 갑니다.,2022.07.22,2022.07.22
전주 중화산동 산책한옥호텔,5,전주올때마다 이용하는곳이에요 ㅎㅎ 주차시설도 마음에 듭니다,2022.07.19,2022.07.19
전주 중화산동 산책한옥호텔,1,퇴실도 안했는데 문을 열고 들어와 놀랐습니다. 잠금걸이 안했으면 더 당황했을듯요...만능키인지 외출했을때 들어와서 뒤져도 모를듯요...화장실도 막혀서 이야기했더니 뚫어뻥 갔다줘요.  ㅍㅎㅎㅎ,2022.07.18,2022.07.18
전주 중화산동 산책한옥호텔,5,사장님 정말 친절하세요. 방도 아주 깨끗해요.,2022.07.17,2022.07.17
전주 중화산동 산책한옥호텔,5,조아요조아,2022.07.17,2022.07.17
전주 중화산동 산책한옥호텔,5,조아요조아,2022.07.15,2022.07.15
전주 중화산동 산책한옥호텔,5,"제가 밤에 더워서 잠을 설치긴 해도 에어컨은 부담스러워서 선풍기 있는 방을 좋아합니다. 지난 주에 한번 사장님께 말씀드렸는데, 그걸 기억해주시고 그날 이후 계속 선풍기 있는 방을 주시네요. 정말 감사합니다.",2022.07.15,2022.07.15
전주 중화산동 산책한옥호텔,5,조아요조아,2022.07.14,2022.07.14
전주 중화산동 산책한옥호텔,5,초 1 딸이랑갔는데깨끗하고 담배냄새도안나고 조용하고 좋았어요지저분하고 냄새나는곳 싫어하는데 욕실도슬리퍼안신고 가더라구요깨끗해서  너무좋다하더라구요연박이였는데 수건.물.음료잘챙겨주셔서 감사합니다덕분에 잘쉬다 가요^^더보기,2022.07.12,2022.07.12
전주 중화산동 산책한옥호텔,5,"딸래미랑 같이갔는데청결하고 좋았어요 초1 딸이라 쫌지저분하고냄새나는곳 싫어하는데욕실바닥도 슬리퍼안신고다니더라구요 깨끗하다구용^^후기보고 살짝걱정했는데사장님.직원분들도 친절하시고연박이라수건,음료도 잘챙겨주시고이틀있을꺼 3일 있었네요ㅎ한달에 한번정도가는데갈때 또 가야겠어요사장님 덕분에 잘쉬고갑니다더보기",2022.07.12,2022.07.12
전주 중화산동 산책한옥호텔,5,제가 숙소에 늦게 들어가서 금요일에 주차장 자리가 없는 경우가 있습니다. 그래도 사장님께서 정리를 잘 해주셔서 두 다리 쭉 뻗고 잘 잤습니다.,2022.07.09,2022.07.09
전주 중화산동 산책한옥호텔,5,밤에 계시는 남자 사장님이 정말 친절하세요.,2022.07.08,2022.07.08
전주 중화산동 산책한옥호텔,1,아주머니 친절하지 않음물 잘 안나옴위생용품 치약 칫솔 콘돔 끝너무하네요,2022.07.08,2022.07.08
전주 중화산동 산책한옥호텔,2,굉장히 오래된 시설협소한주차장실내 사진보다 엄청작음수압약함.샤워기거치대 엄청높음 씻기불편침대쿠션 굉장히약함에어컨 오래되서 안시원함 친절하지도않음더보기,2022.07.03,2022.07.03
전주 중화산동 산책한옥호텔,5,더운 여름밤에 시원하게 잘 잤습니다.,2022.07.02,2022.07.02
전주 중화산동 산책한옥호텔,5,항상 깨끗하고 좋은 숙소입니다. 무엇보다 침구류가 정말 깨끗해서 좋아요.,2022.07.01,2022.07.01
전주 중화산동 산책한옥호텔,5,개운하게 잘 자고 나와서 일 잘 하고 있습니다.,2022.06.17,2022.06.17
전주 금암동 아리랑 호텔,5,기대 안했는데 깔끔하고 좋았어용 다만 욕실 슬리퍼 바꿔야겠어요 사장님 ㅜㅜ 607호 바꿔주세욤 다른건 다 좋았어요!!,2022.05.23,2022.05.23
전주 금암동 아리랑 호텔,5,만족만족합니다. 잠도 잘 자고 잘 쉬었습니다!,2022.05.01,2022.05.01
전주 금암동 아리랑 호텔,5,가격도 저렴했지만 추가 이불도 무료로 주시고 친절하시고 좋았습니다 ^&^,2022.04.30,2022.04.30
전주 금암동 아리랑 호텔,3,잘쉬었다갑니다,2022.11.10,2022.11.10
전주 금암동 아리랑 호텔,3,"전에 온돌로 묵었을때는 괜찮았는데 침대방은...가격 감안해서 시설 노후한거는 넘어가더라도 청소상태가 정말 별로였어요. 냉장고에는 누가 마셨던 물 남아있고, 화장실엔 욕조랑 세면대 곳곳에 짧은 머리카락인지 어디 털인지 모르겠는게 곳곳에 남아있어서 너무 찝찝했습니다. 곰팡이 냄새도 심해서 문 내내 열어놨는데도 안없어졌어요.",2022.10.04,2022.10.04
전주 금암동 아리랑 호텔,5,좋아요오오오,2022.10.01,2022.10.01
전주 금암동 아리랑 호텔,5,깔끔하고 좋아요,2022.07.11,2022.07.11
전주 금암동 아리랑 호텔,1,사진과 달라요 먼지알러지때문에 기침 장난 아니였엉ㅅ,2022.07.04,2022.07.04
전주 금암동 아리랑 호텔,4,깔끔하고 편리합니다.,2022.06.09,2022.06.09
전주 금암동 아리랑 호텔,5,고품스럽고 자주 이용함,2022.04.24,2022.04.24
전주 금암동 아리랑 호텔,4,깔끔하고 친절하세요,2022.04.04,2022.04.04
전주 금암동 아리랑 호텔,3,그럭저럭 혼자 잘만 했어요,2022.02.15,2022.02.15
전주 금암동 아리랑 호텔,5,자주 이용함,2022.01.30,2022.01.30
전주 금암동 아리랑 호텔,5,조용해용좋았습니다 :),2022.01.14,2022.01.14
전주 금암동 아리랑 호텔,3,인테리어 너무 예쁜데 침대가 너무 삐걱거려요ㅠㅠ그것만 빼면 너무 좋았어용,2021.04.24,2021.04.24
전주 금암동 아리랑 호텔,4,"방이 보일러가 잘되서 방이 후끈후끈해서 선풍기 틀고 잤어요 ㅋㅋㅋ!! 방도 넓구 약간 한옥분위기도 나서 좋았습니다. 모텔에서 왠만해서 잠을 설치는 편인데, 낮잠자고 나갔다와서 꿀잠 잤네요.일회용 칫솔이 너무 안좋은것 같아요ㅠ 한번 썼는데 바스라져서 ㅠㅠ",2021.03.29,2021.03.29
전주 금암동 아리랑 호텔,4,따뜻하고 깨끗해요!,2021.03.14,2021.03.14
전주 금암동 아리랑 호텔,3,그저그랬어욤,2021.03.09,2021.03.09
전주 금암동 아리랑 호텔,5,위치도 너무 좋고 사장님 완전 친절하십니당🌸🙏다음 전주 여행 때도 묵으려구요!혹시 방에 목걸이를 두고 온 것 같은데발견하시면 연락 부탁드려요ㅠㅠ성모 마리아에 나무 반지가 걸려있는 목걸이 입니다ㅠㅠ🙏⭐️잘 놀다 가요 감사합니다!더보기,2021.02.28,2021.02.28
전주 금암동 아리랑 호텔,4,하루 쉴만했습니다~!,2021.02.22,2021.02.22
전주 금암동 아리랑 호텔,1,담배냄새가 너무나서 힘들었습니다.ㅜ.ㅜ,2021.01.06,2021.01.06
전주 금암동 아리랑 호텔,5,단아한 숙소입니다.  주인분께서 매우 친절하세요^^,2021.01.05,2021.01.05
전주 금암동 아리랑 호텔,5,깔끔하고 한옥느낌나서 잘 아용하고 갑니다.,2021.01.01,2021.01.01
전주 금암동 아리랑 호텔,5,친절하시고 깨끗하고 조명도 아늑하고 좋았어요!재방문 의사 있어요아쉬운 점은 옆방 티비소리 들리는거랑수건에 머리카락이랑 얼룩 묻어있던건데 여분 수건이 많아서 괜찮았어요잘 묵고 가요!더보기,2020.12.13,2020.12.13
전주 금암동 아리랑 호텔,5,진짜 전주에서 좋은호텔찾은것같아요 시설도좋구 인테리어도 한옥느낌나서 예쁘고 장판도 따뜻하구 침구도 부들부들하고~~ 퇴실시간을 착각해서 준비하고 나가느라 한시간가까이 늦엇는데화도안내시고ㅜ 죄송햇어요.. 다음에 또 이용할게요 !,2020.12.12,2020.12.12
전주 금암동 아리랑 호텔,5,크고넓고 좋아요. 버스터미널 뒤라서 교통도 편리해요,2020.12.07,2020.12.07
전주 금암동 아리랑 호텔,5,연속 두번간 곳이었는데 둘 다 좋았어요!특히나 화장실이 노후되어있지않아 좋아요!,2020.12.02,2020.12.02
전주 금암동 아리랑 호텔,5,일단 다른건 다 좋았는데화장실 물 수압이 너무 약해서 씻는데  너무 오래걸린게 불편했어요ㅠ 아 드라이기도 약해요,2020.11.29,2020.11.29
전주 금암동 아리랑 호텔,5,한옥느낌나서 좋았구요!화장실도 깔끔하고 시설 좋아서 더 만족했어요!가성비 완전 좋아요 ㅎㅎ,2020.11.28,2020.11.28
전주 금암동 아리랑 호텔,4,"음.., 주말이었으니 가격은 그렇다치겠는데요즘 숙박업소 경쟁시기에 관광호텔지라고 해서기대 반? 한것도 사실이었지만너무 ., 기대에 못미친건 사실이었네요트린트먼트가 없었던 숙박업소는 처음 본거같아요여성분들은 대부분 트린트먼트 없인 안되는데일회용 1팩이 전부라니.. 그래서 저흰 결국 편의시설에서 구입 후 사용했네요그 비용이나 다른 곳에 돈 을 더 주고 숙박을 잡을비용이나그게그거였겠구나.. 싶었던, 외국인들 이용수가 어떨진모르겠으나 아차싶은 생각이 컸네요더보기",2020.11.24,2020.11.24
전주 금암동 아리랑 호텔,4,"터미널에서 가까워 접근성이 좋고, 따뜻하게 잘 쉬었습니다.",2020.11.12,2020.11.12
전주 금암동 아리랑 호텔,5,따뜻하게 하루 잘 보내고 왔습니다.,2020.11.04,2020.11.04
전주 금암동 아리랑 호텔,5,좋아요 깔끔합니다.,2020.10.26,2020.10.26
전주 금암동 아리랑 호텔,5,올때마다 만족하고 쉬다가 갑니다^^,2020.10.07,2020.10.07
전주 금암동 아리랑 호텔,5,"사장님도 친절하시고, 시설이 전반적으로 깔끔했습니다. 한국풍인 인테리어 아주 멋있어요! 푹쉬다가 갑니다^^",2020.10.07,2020.10.07
전주 금암동 아리랑 호텔,3,잘쉬었다 갑니다,2020.09.29,2020.09.29
전주 금암동 아리랑 호텔,5,저렴한 가격에 잘 쉬다 갑니다,2020.04.16,2020.04.16
전주 두울나비랑 한옥스테이,5,태풍와서 걱정했는데 너무 친절한 대표님♡에어*도 찾아주시고 너무 감사합니다.다음에  또 이용할게요한적하고 괜찮았어요,2019.09.25,2019.09.25
전주 두울나비랑 한옥스테이,1,당일 예약가능한 곳이 없어서 머뭄 낮은 평점엔 다 이유있음청소상태 저엉~~말 엉망. 급하게 방 닦느라 쓴 시커먼 물티슈 한 장이 협탁에 올려져 있었음 . 여기저기 머리카락이 굴러다니고 있었음  불량한 청소상태에 도착하자마자 화장실 등 불이 안들어오는데 나중에 수리하러 온댔음 그리고 나중에 고쳐주긴 함하지만 세시 체크인에 다섯시 도착한 사람인데 그 전에 수리 되어있어야 하지 않나 싶음. 어린 아이와 부부가 자기에도 좁았음 방 폭이 침대 퀸사이즈라고 생각하면 됨방문열면 사람다니는 골목이 바로 앞앞마당이 보이고 차 한잔이라도 제공해주던 이전의 한옥스테이와 비교됨. 심지어 여기가 더 비쌈 (참고로 난 전주 자주 놀러오고 한옥 스테이의 경험이 있음)여기는 여인숙 뒷방임. 신랑이 3만원이면 딱 알맞은 방이라 함.더보기,2020.11.08,2020.11.08
전주 두울나비랑 한옥스테이,3,한옥마을 끝자락에 위치. 입구가 좁고 외짐. 공용주차장과 가까움. 방은 아기자기하게 꾸며짐. 약간 협소함. 화장실 협소하나 물은 따뜻하고 쌤.,2020.05.04,2020.05.04
전주 두울나비랑 한옥스테이,3,한옥마을 맨 끝자락 위치. 공용주차장과 가까워서 좋음. 입구가 매우 협소하고 외짐. 방이 아기자기하게 꾸며졌지만 약간 협소함. 대체적으로 만족.,2020.05.04,2020.05.04
전주 두울나비랑 한옥스테이,4,독채라 좋았구 골목길 안이라 차소리도 없구조용했어요!,2019.11.30,2019.11.30
전주 두울나비랑 한옥스테이,5,따듯하고 너뮤 좋았어용,2019.11.08,2019.11.08
전주 두울나비랑 한옥스테이,5,한옥집이 고풍스럽고 좋앗지만 다른곳보단 허술해요 ㅠ,2019.06.09,2019.06.09
전주 두울나비랑 한옥스테이,5,게스트하우스의 기본,2019.04.13,2019.04.13
전주 두울나비랑 한옥스테이,5,사장님 친절하시고 온돌방 뜨끔뜨끔해서좋아요~~화장실까지 뜨끈한건 처음 ㅎㅎ,2018.11.27,2018.11.27
전주 두울나비랑 한옥스테이,5,김사합니다,2018.11.25,2018.11.25
전주 두울나비랑 한옥스테이,5,한옥 마을 게스트하우스는 처음이었는데 너무 좋았어요!일단 너무 친절하세요! 길도 친절하게 알려주시고 주차공간도 마련해주셔서 😭 진짜 너무 감사했어요!방도 깨끗하고 시원했습니다! 또 소음걱정을 많이 했는데 정말 저녁되니까 조용했어요! ㅎㅎ 샤워를 하면 화장실에 습기가 조금 차긴하는데 창문 조금 열어놓으면 금방 괜찮아집니당! 너무너무 좋았어요! ㅎㅎ,2018.08.05,2018.08.05
전주 두울나비랑 한옥스테이,4,독채 빌렸는데 객실 화장실 정말 깨끗해요 화장실 좁지만 1인 충분히 샤워 가능해요 주변이 조용해 좋습니다,2018.08.02,2018.08.02
전주 두울나비랑 한옥스테이,5,친구가 집도이쁘고 한복체,2018.07.20,2018.07.20
전주 두울나비랑 한옥스테이,5,비가와서. 걱정했는데 푹쉬다 왔어요방에 이브자리가 목화솜이라 푹신푹신 하고 깨끗해서좋았어요. 방도 아기자기하고 소품하나하나 신경쓴 집입니다. 분위기 좋은 한옥이네요.^^한복체험도. 소개받아서 가격도 많이 할인 받았아서. 기분좋게 나왔는데. 돌아다니다. 보니 옷도. 다른 옷집에 비해. 너무 이쁘고 특히 머리장식이. 틀렸어요. 비교 되더라구요. 사장님 덕분에 한복체험 무지 잘하고. 잘쉬다. 왔내요. 다음에 날씨 좋은날 한복체험 하러. 다시 가야겠어요.감사합니다.더보기,2018.06.30,2018.06.30
전주 두울나비랑 한옥스테이,5,급하게 쉬는 날이라 급하게 놀러갔던 곳숙소 방 상태도 깨끗 하고 한적하니  좋았습니다일딴 가기전 설명도 자세히 잘해주시고 주차 할곳도직접 나와서 설명해주시고  친절 하게 입실 도와 주셨어요  새벽엔 좀 추웠는데 방이 워낙 따뜻해서너무 좋았습니다 한복대여  같이 하셔서  할인도 많이 대여시간도많이 해주셔서  잼나게 놀다 왔습니다게스트 하우스 아담하고  조용해서  조만간 연휴에다시 재방문 하려구 생각 중입니다더보기,2018.05.15,2018.05.15
전주 두울나비랑 한옥스테이,5,큰 기대 없이 예약하고 다녀왔는데 잘 쉬고 왔습니다,2018.05.15,2018.05.15
전주 두울나비랑 한옥스테이,1,작년에 갔던곳이 어디인지 기억 안나서 급히 알아보고 예약한곳이예요.블로그도 보긴했는데 광고였던건지ㅠㅠ냉장고 찾다가 블로그에서 마당?에 있는걸 본것 같아 냉장고문 열었다가 기절할뻔ㅠㅠ썩은 내가 진동해서 그냄새 맡고는 밥 먹기도 힘들었어요. 그걸 사용하라고 둔건지!!!!!작년 갔던곳은 나와서 돌아다니다보니 바로 옆 블록이었어요.  급하게 예약할 필요도  없었는데..바닥은 자다가 추워 까보니 새벽쯤 되니 다 식었고감기만 얻어왔네요.블로그 후기는 믿지 말자바른후기가 없던게 미심쩍었는데 역시나..솔직후기였습니다.더보기,2018.01.08,2018.01.08
전주 꿈꾸는날개게스트하우스,3,냉장고나 주차장 때문에 살짝힘들었지만 따뜻하게 편하게 잘 놀았네요!,2023.01.09,2023.01.09
전주 꿈꾸는날개게스트하우스,5,"우선 미리 전화 주셔서 일찍 들어와도 된다는 친절한 전화와, 직접보니, 아는한 외가집 느낌에 너무 좋았어요. 오래된듯 하지만 생각보다 깔끔하고, 대청마루에서 밤 세는지도 모르고 친구들과 수다 떨면서 많은 추억을 남겼네요",2022.10.17,2022.10.17
전주 꿈꾸는날개게스트하우스,5,좋았습니다  푹쉬고 ㅎㅎ,2022.07.02,2022.07.02
전주 꿈꾸는날개게스트하우스,5,주차하고 짐들고 가는거빼곤 괜찮았어요잘놀다갑니다용,2021.11.27,2021.11.27
전주 꿈꾸는날개게스트하우스,4,방은 아담하니 잠만자기에 딱 좋았음주인분들은 친절함,2019.02.13,2019.02.13
전주 한빛호텔,5,"정말 청결하고, 친절하시고, 너무 편히 쉬다 갑니다..조식으로 잔치국수가 나왔는데, 너무 맛있었어요~~다음에 전주에 오면 또 방문하겠습니다~~",2023.01.15,2023.01.15
전주 한빛호텔,5,"탁트인 창문으로 한창 밤시간의 한옥마을을 내려다보는 건 되게 좋은 경험이었습니다.저희 어머니께 최고의 하루를 드리고 싶은 날이었는데, 좋고 아름다운 숙소로 그 마무리를 지은 날이었기에 여러모로 만족했습니다. 조식인 잔치국수도 매우 맛있었습니다.언젠가 부모님을 모시고, 혹은 소중한 사람과 언제든 다시 이용할 용의가 샘솟는 숙소였습니다.좋은 서비스에 정말 감사했습니다!더보기",2022.12.06,2022.12.06
전주 한빛호텔,5,"한옥마을 위치도 가깝고 침구도 깨끗했습니다!난방도 빵삥했고 에어컨도 잘 나왔어요!!조식은 먹지 않았지만 얼음물까지 제공하는 곳이라 무척이나 만족했습니다!!친구들다같이 잼나게 놀고왔어요!❤️👍강추",2022.12.05,2022.12.05
전주 한빛호텔,5,한옥마을 바로 앞이여서 움직이기 편했고 조식으로 샌드위치는 맛있게 잘먹었습니다.연박했는데 청소해도 되냐고 따로 연락도 주시고 치울게 딱히 없을거 같아 수건정도만 주셔도 된다했는데~ 처음 들어갈때처럼 청소 싹! 해주시고 구경하고 숙소 돌아왔을때 기분이 좋더라구요^^아! 얼음물도 1층에서 여행할때 하나씩! ☺️전주 한옥마을 여행 하시려 한다면 추천합니다!!!🫰더보기,2일 전,2023. 06. 02
전주 한빛호텔,5,좋어요^^담에 다시 재 방문 하고프네요♡♡감사합니다^^,3일 전,2023. 06. 01
전주 한빛호텔,5,직원분들도 친절하고 지금까지 여러군데의 전주 숙소를 가봤지만 제일 깨끗했어요 조식으로 주신 샌드위치도 맛있었어요,4일 전,2023. 06. 01
전주 한빛호텔,5,깨끗하고 좋았습니다. 다음에 전주오면 또 이용할게요.,6일 전,2023. 06. 01
전주 한빛호텔,5,깔끔 그 잡채,2023.05.28,2023.05.28
전주 한빛호텔,5,한옥마을 바로 앞이고 신축이라 좋습니다ㅎㅎ,2023.05.24,2023.05.24
전주 한빛호텔,5,"한옥뷰 말고 트윈뷰?로 한것 같은데 한옥마을 잘 보였어요.후기에 좁았다는 말도 있었는데 생각보다 넓었어요.뷰도 주차장뷰래서 큰 기대는 안했는데 예쁘더라구요.화장실은 유리문으로 돼 있는데 위아래까지 다 막혀있어서 전 괜찮았어요. 일행은 그래도 신경쓰인다고 했지만.ㅎ조식은 닭죽이 나왔는데 채소랑 닭고기도 크고 맛있었어요.(머리카락이 나와서 좀 아쉽ㅠ)한옥마을 입구에 있어서 좋았어요.더보기",2023.05.23,2023.05.23
전주 한빛호텔,5,접근성이 좋고 깔끔합니다,2023.05.23,2023.05.23
전주 한빛호텔,5,숙소 너무 깨끗하고 좋아요ㅠㅠ다음 전주여행가면 무조건 여기 또 갈꺼에요,2023.05.22,2023.05.22
전주 한빛호텔,5,전에 방문했을 때 너무 만족했어서 재방문했는데 역시나 매우 깨끗하고 편안했습니다,2023.05.22,2023.05.22
전주 한빛호텔,5,상태좋고 서비스도 좋아서 잘 쉬다왔어요!,2023.05.22,2023.05.22
전주 한빛호텔,5,깨끗하고 친절하시고 서브스도 굿 1박 잘보내고 갑니다.조식도 맛있네요^^,2023.05.21,2023.05.21
전주 한빛호텔,5,"객실 컨디션도 너무 좋고, 비싸지 않은 가격에 좋은 룸컨디션과 행복한 추억 만들 수 있었습니다! 다음에 또 재방문하겠습니다~",2023.05.21,2023.05.21
전주 한빛호텔,5,근처  편의점 없는것빼고 만족,2023.05.21,2023.05.21
전주 한빛호텔,5,위치 룸컨디션 모두 가격대비 좋습니다,2023.05.21,2023.05.21
전주 한빛호텔,5,호텔이 쾌적하고 좋았어요,2023.05.16,2023.05.16
전주 한빛호텔,4,한옥마을 맞은편에 있어서 한옥마을을 바라보는 뷰가 좋았습니다~,2023.05.16,2023.05.16
전주 한빛호텔,5,한옥마을 바로 앞이라서 위치도 너무 좋고 지은지 얼마 안돼서 룸컨디션도 좋았어요! 방도 생각보다 넓었습니다! 아쉬운건 주차장이 약간 협소했지만 저는 주차자리 좋은곳 주셔서 잘 할 수 있었구요👍아침에 나오는 무료조식은 처음먹어보는데 죽이라서 간단하게 한끼 먹기 좋았어요^^ 맛도 좋고 친절하셨습니다!,2023.05.15,2023.05.15
전주 한빛호텔,5,위치도 좋고요 건물이 탁 트여 좋았어요 편히 잘 쉬다갑니다 첫 전주여행인데 덕분에 좋은 추억 가지고 갑니다 ㅎㅎ 전주 최고!!!,2023.05.12,2023.05.12
전주 한빛호텔,5,위치며 숙소며 너무 좋았습니다 ㅎㅎㅎ한옥마을입구앞에 있으며 접근하기좋아요🥳,2023.05.09,2023.05.09
전주 한빛호텔,4,가족들과 너무너무 잘 쉬었습니다! 접근성도 좋고 룸컨디션도 너무 좋았습니다!,2023.05.08,2023.05.08
전주 한빛호텔,5,깨끗하고 좋아용,2023.05.07,2023.05.07
전주 한빛호텔,5,비가많이와서 어린이날을 망칠뻔했지만방에서 스파하고 배달시켜먹고 더 특별한 어린이날을 보냈어요!!!,2023.05.07,2023.05.07
전주 한빛호텔,5,한옥마을 입구 주차장 바로 앞이라 야경이 괜찮고 한옥마을을 주야간으로 구경하기에도 좋습니다! 주간에 여러군데 돌아다니면서 잠시 호텔에서 쉬었다가 다시 야경보러 나오기 좋았네요! 그리고 한옥마을 근처 전일갑오까지 10분거리라 바로 먹고 왔네요! 맛집 동선도 좋습니다!조식도 잔치국수 무료로 주셔서 좋았네요! 시설이 지은지 얼마 안된지라 최신식이라 깔끔하고 깨끗했고 호텔전망 유리가 널찍해서 밖 구경하기도 좋았네요!호텔 방들도 방음도 잘되고 더할나위없이 좋았네요!약간 아쉬운점이 있다면 샤워실이 턱이 있음에도 밖으로 물이 문 밑 틈으로 많이 튀더라구요. 수건을 바닥에 깔아도 한두번 샤워하면 수건이 젖어 있을 정도였어요. 어디 후기를 봐도 공통적인 특징인거 같은데 보수를 해야 할거 같습니다. 화장실은 널찍하고 샤워부스도 커서 만족 했네요!그리고 개인호텔이라 프론트가 24시간 돌아가지는 않는다는점! 잠시 수건이 부족해서 로비로 갔더니 불이 전부 꺼저있더라구요.전주에서 한빛호텔까지 택시비는 6000~7000원 사이정도로 적당 합니다!더보기,2023.05.06,2023.05.06
전주 한빛호텔,5,"뷰도 너무좋고 침대도 크고 푹신해서 잘 쉬다 갔어요 조식 샌드위치도 너무 맛있었고 식당층에 커피머신과 얼음, 커피머신, 여분생수까지 이런 편의시설덕에 더 편하게 머무를 수 있었던것 같아요 주변에 꼭 추천하고싶고 다음에도 또 오고싶은 호텔이었습니다!",2023.05.06,2023.05.06
전주 한빛호텔,5,조식도 포함이었어요너무좋다,2023.05.05,2023.05.05
전주 한빛호텔,5,잘 이용하고갑니다.감사합니다.,2023.05.01,2023.05.01
전주 한빛호텔,5,한옥마을과 가깝고 룸 컨디션이 아주 좋았습니다!전주에 다시 가게 된다면 또 묵고 싶다는 생각이든 숙소였습니다~!,2023.05.01,2023.05.01
전주 한빛호텔,5,칭구한명이 더 오게되는 바람에 현장에서도 방을 추가하다보니 추가된 스파방을 사진으로남기게됐네여~ 여튼 너무 깨끗하고 침구도 푹신 포근~~~ 데스크 직원분도 넘 친절하셨고~ 한옥마을 바로 앞이라 넘 편히다녔어요~ 글고 조식이 기본인지 오늘은 샌드위치라며 아침 8시에 문앞에 걸어놔주셔서 방에서 편히 잘먹었습니닷~ 너무 기분좋은 여행이었고 완벽했던 곳이었어여~ 스파도 야외에있지만 위에 천으로. 덮여져있어서 노천느낌 까지 느끼고 넘기분 쵝오였어요~ 또가고싶은곳!더보기,2023.04.28,2023.04.28
전주 한빛호텔,5,깨끗하고 뷰도 좋고 너무 잘 쉬다가요 담에 전주 간다면 또 가고싶은 숙소입니다 ㅎ,2023.04.27,2023.04.27
