hotel,star,review,date
전주 우아동 호텔 믹스(MIX),10.0,좋아욤욤욤 괜찮아요,6일 전
전주 우아동 호텔 믹스(MIX),10.0,전주 출장시 항상 이용합니다.,13일 전
전주 우아동 호텔 믹스(MIX),10.0,객실이 전반적으로 만족스러워서 전주 출장시 자주 올꺼같네요^^,17일 전
전주 우아동 호텔 믹스(MIX),10.0,가격싸고 혼자지기 좋아용~~,1개월 전
전주 우아동 호텔 믹스(MIX),9.0,객실의 청결도는 괜찮습니다. 그런데 욕조가 낡아서 여기 저기 수리한 부분이 보입니다. 물론 이용에는 문제가 되지 않으나 이용에 참고하시면 좋을것 같습니다. 방음이 잘된 편이라 조용하고 메트리스 상태도 좋아 편안히 잘 쉬었습니다.,1개월 전
전주 우아동 호텔 믹스(MIX),10.0,주차장도 넓고. 직원분의 안내도 친절해요.1. 객실 넓어요.  욕실 샤워실도 넓어요.2. 공기청정기는...  안보이는건지.. 없는건지..3. 컴퓨터는 없어요.4. 넷플릭스는 인터넷문제인지 모르지만... 뭔가 원할하지 못해요.only 넷플릭스만 되고..유튜브가 안되요.5. 내 스마트폰하고 연결해서 봐야되는 번거러움6. 안마의자도 잘되요.7. 침대 전기장판이에요~,1개월 전
전주 우아동 호텔 믹스(MIX),10.0,우선ㅋ 객실을 업그레이드 해주셔서 기분이 좋았습니다객실도 깨끗했구요ㅋ앞팀이 얼마나 격했는지ㅋ 전기장판 코드가 빠져 있어서 고장난줄 알고 있다가 혹시나 해서 남편이 보니 빠져 있어서 끼웠네요ㅋㅋ 사장님도 친절하시고ㅋ 객실상태도 좋습니다,1개월 전
전주 우아동 호텔 믹스(MIX),10.0,잘쉬다가 갑니다 ㅎㅎ,1개월 전
전주 우아동 호텔 믹스(MIX),9.0,생각보다 건물은 좀 되보였는데  들어가보니 시설은 생각보다 깨끗하게 관리하시는거 같아보였는데  향?  그.. 너무 진하더라구요 입구에서부터 머리가 좀 아플정도.. 숙소들어갔더니  수건도 그향이진하더라구요..그거빼고는  생각보다 괜찮았구 직원분도 친절하셨구,1개월 전
전주 우아동 호텔 믹스(MIX),10.0,가격도 저렴하고 시설도 깨끗하고 넓고 좋았어요 ㅎㅎㅎ물론 룸업그레이드해주셨지만 일행이 원래객실도 좋았다고 하더라구요 ㅎㅎㅎ 너무만족했고 나중에 전주놀러오면 재방문의사있습니다 ㅎㅎㅎㅎ,1개월 전
전주 우아동 호텔 믹스(MIX),10.0,깨끗하고 좋아요!!,1개월 전
전주 우아동 호텔 믹스(MIX),8.6,방 청결상태 좋고 사장님이 객실도 바꿔주시고 엄청 친절하십니다^^,1개월 전
전주 우아동 호텔 믹스(MIX),10.0,퇴실시간 길어서 좋아용~,1개월 전
전주 우아동 호텔 믹스(MIX),10.0,"가격대비 가성비가 좋은 숙소입니다.욕실 청소 상태가 좋았고 방도 크고 깨끗합니다.다시 가고 싶은 숙소이고 다른 사람들에게 추천해주고 싶습니다.다만, 요즘 담배냄새를 없애기 위해 방향제가 너무 강한 것이 아쉬움이 남습니다 그래고 욕실물은 따뜻해서 좋습니다감사합니다",2개월 전
전주 우아동 호텔 믹스(MIX),10.0,방값싸고 퇴실시간 길어서좋아용~,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,방값싸고 퇴실시간길어서  넘좋아용~,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,방값저렴하고 퇴실시간길어 좋아용~,2개월 전
전주 우아동 호텔 믹스(MIX),7.0,저렴한 가격으로 이용했어요.티비가 조금 작은 사이즈라 아쉬웠어요.가운이 객실에 비치되있어서 편리했구 전자레인지가 층마다 구비되어있어 좋아요.건물이 오래된것같지만 그래도 깔끔하게 이용했습니다.,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,주차 편하고 방 좋고요 가격 또한 저렴합니다,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,여기사장님이 항상 친절하시고 깔끔해서 자주이용하는 곳이에요 방도깨끗하시고 비품도넉넉하게 있고 침대도 푹신하고 테이블도 있고 의자도 있어서 배달음식 시켜먹고 잘 쉬다 갑니다 수고하세요~~.,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,퇴실시간 길어서 넘좋습니다^^,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,"객실도 업그레이드 시켜주시고 늦은시간이였지만 사장님께서 친절하게 체크인 해주셨습니다! 무엇보다 주변에 맛집도 많고 아중호수도 있어서 여행하기에 좋은 위치 이며 한번쯤 이용해보는것도 좋을듯👍아침에는 셀프바 이용에 간단한 식빵,콘푸러스트 먹을수 있도록 비치되어있습니당 !다음에 또 갈게여",2개월 전
전주 우아동 호텔 믹스(MIX),10.0,가격싸고 퇴실시간 길어서 넘좋아용~~,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,방값싸고 퇴실시간길어서 넘좋음!!!,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,전주 3일차 출장 인데 금액 데비 시설 괜찮아요 사장 님도 친절 하시고 주차장 크기가 너무 좋아요 차 간격도 멀구요 굿 생수 아침 식사  음식도 준비 되어 있구 서심함 다음에 또 오 겠습니다,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,전주에서 제일 싸고 좋은호텔이라고 생각합니다주차장도 넓고 무엇보다 사장님 너무 친절하시네요이불.수건에서도 향기나고 너무좋네요전주에 또 오게되면 무조건 또 방문할거같네요친절함에 감사드리고 번창하세요,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,방값저렴하고 퇴실 시간길어 넘좋아용~,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,시설은 조금 오래 됐지만 깔끔하고 담배냄새 없내요가격도 저렴하고 이정도면 가성비 아주 좋은 모텔입니다,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,방값저렴하고 퇴실시간길어서 넘좋아용~,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,방값저렴하고 숙박시간길어서 넘좋았어용^^,2개월 전
전주 우아동 호텔 믹스(MIX),10.0,최근에 간 곳 중에 가장 좋았어요 청결하고 친절하시고 시설도 좋았구요 지배인님께서 친절히 대응해주신 덕분에 기분 좋게 자고 갔습니다. 다시 와도 좋을 것 같아요 잘쉬다 갑니다 수고하세요 ~~,2개월 전
전주 우아동 호텔 믹스(MIX),1.0,사진하고 너무 딴판이네요 ㅋㅋ모텔에서 쉬다 가려고 숙박 예약했는데 너무 별로라 그냥 집에 가고 싶어서 세시간 정도 있다가 나왔네요,3개월 전
전주 우아동 호텔 믹스(MIX),4.0,"왠만하면 별점 잘 안깎는데 자세하게 적어봅니다. 참고하세요. 두번째 방문. 502호 숙박.1. 네플릭스 안되요. 설명서 따라서 외부입력 HDMI1.2바꿔봐도 2번만 연결되고 올레티비와 유료케이블만 나옴.(문의하러 전화해도 안받으시고 내려갔더니 프론트에도 안계시고 전화번호 있던데 핸드폰 안가져가서 그냥 돌아옴. 그냥 그 방엔 넷플릭스 안되는걸로 결론)2. 실내등 리모콘이 없어서 매번 침대 반대편 벽에 있는 스위치 누르러 가야 됨.3. 화장실에 수건걸이가 없어요. 지난번에도 이것 때문에 불편했는데 다른 방인데도 역시 없네요.4. 칫솔 색깔 다르게 해 주는 센스도 도움이 되실 듯.5. 러브젤이나 여성용품도 있으면 좋지 않을까요?6. (참고) 번호키 아니고 열쇠.(모든 방)7.  이번 방문에는 프론트 앞에 바구니에 열쇠고리 담아놓고 집어가라고 하심. 지난번엔 안그랬으니 이번만 그런걸로.지난번엔 수건걸이만 불편했던 기억에  댓글 남겼었는데, 이번엔 최악의 방을 주신 것 같네요. 3천원 차이 특가라도 기본적인것은 되어 있어야는데... 이미지 관리를 위해서라도...전체적으로 시설은 나쁘지 않은 것 같은데 기분이 썩 좋지 않은 숙박이었습니다. 가격과 상관없이 써비스에 신경 좀 쓰시면 좋겠네요.안티 아니고 위에 팩트만 적어 놨으니 사장님 참고하시고 개선하시면 손님들이 더 좋은 평 남기지 않을까 싶네요. 모든 방에 기본적인 셋팅은 해 주시고요. 두 번 방문했는데 별점이 조금 많이 과하단 생각이 듭니다.샤워실 유리문에 SINCE 2013 있던데 세심한 부분 더 신경쓰시고 번창하시기 바랍니다.",3개월 전
전주 우아동 호텔 믹스(MIX),10.0,출장이 잦아서 모텔 을 자주 이용중 입니다 근처에 편의점이 가까이 있어서 이용하기 편합니다 수압도 쎄서 만족합니다 주차장도 넓고 차 대기가 아주 편합니다 앞으로도 재방문의사 있습니다,3개월 전
전주 우아동 호텔 믹스(MIX),8.0,저번 이용했을땐 괜찮아서 또 이용햐건데 이번에는 방안에 냄새가 조금 심하게 나서 좀 그렇네요...그리고 청소하시고 변기쪽에 물빠지는 시설이 없어서 물이 안빠진거같더라구요.. 이용하는 내내 좀 그랬네요..,3개월 전
전주 우아동 호텔 믹스(MIX),10.0,숙박 잘하고 갑니다.주위에 인근음식점들도 많이 있고 저렴한 가격에 믹스호텔 자주 이용하는것 같습니다~~숙박 잘하고 갑니다.주위에 인근음식점들도 많이 있고 저렴한 가격에 믹스호텔 자주 이용하는것 같습니다~~,3개월 전
전주 우아동 호텔 믹스(MIX),10.0,자주가는곳 방도깔끔하고 넓어서 넘좋아용~^^,3개월 전
전주 우아동 호텔 믹스(MIX),10.0,평일 가성비 좋아요,4개월 전
전주 우아동 호텔 믹스(MIX),10.0,믹스호텔에 오랜만에 재방문한거 같네요.. 믹스호텔 청결학고 깨끗합니다. 제일 중요한 침구상태 매일 걸아주는듯 깨끗하고요.. 매우 추운날씨였지만 방도 따뜻하게 잘 잔거같습니다. 다음에 또 방문하겠습니다..,4개월 전
전주 우아동 호텔 믹스(MIX),10.0,깔끔하고 따뜻하고 진짜 잘 쉬다갔어요  깔끔하고 따뜻하고 진짜 잘 쉬다갔어요  깔끔하고 따뜻하고 진짜 잘 쉬다갔어요  깔끔하고 따뜻하고 진짜 잘 쉬다갔어요  깔끔하고 따뜻하고 진짜 잘 쉬다갔어요,4개월 전
전주 우아동 호텔 믹스(MIX),10.0,항상 전주 여행때마다 가는 곳 입니다.방 컨디션좋고 가성비 좋으며 무엇보다 큰방과 거기에 안마의자도 있고 로비에 콘프레이크와 토스트 있어 간단히 요기하기도 좋아요.여분의 생수도 있어 좋구요.방에 가운도 있어 참 좋네요!넓은 주차장으로 주차하기 너무 좋고 근처 맛집 풍성 해서 도보로 이용해 한 잔 할 수도 있어요.그래서 굳이 대리 부르지 않이도 되는 장점도 있죠.가성비 좋고 정말 빠른 체크인시간 여유로운 체크아웃 시간 고객을 위해 많이 배려 해주심이 느껴 집니다.욕실도 칸막이로 화장실 욕실 분리되어 있고 비데도 갖춰져 있고 넓어서 좋아요 욕조는 말랑말랑 해서 미끄러  넘어져도 다치지 않을 거 같네요.항상 친절까지 하시니 계속 올 수 밖에 없네요!앞으로도 계속 변치 마시고 지금의 컨디션 잘 유지해 주세요!이번에 공기청정기까지 구비해 주셨더라고요고객들 위해 신경 써주시고 계속 업그레이된 모습 너무 훈훈 하네요!더욱더 편하고 안락한 휴식 할 수 있을 거 같네요.다음에 또 뵙겠습니다.수고 하시고 한파에 건강 유의하세요~~,4개월 전
전주 우아동 호텔 믹스(MIX),10.0,시설도깔끔하고좋아요ㅎ,4개월 전
전주 우아동 호텔 믹스(MIX),10.0,오랜만에 다시 또 찾았네요~~올때마다 느끼는거지만 사장님 친절하시고 가격대비 룸컨디션도 좋고 물도 잘나오고 여튼가격대비 최고인것같습니다.~~~~~~~~~~~~또 올거같음~~^^,4개월 전
전주 우아동 호텔 믹스(MIX),8.6,전주 여행은 처음이라 숙소 고르는데 며칠 걸렸는데 가격도 괜찮고 주변에 교통도 괜찮은거 같아서 에약했어요입실시간도 다른곳이랑 다르게 빨라서 여행오시는분들에게 추천하고싶네요 겨울인데도 엄청 따뜻하고 물 수압도 엄청 좋아서 씻고 편하게 잘수 있었던거 같아요다음에 전주 갈일있으면 재방문 하고싶네요,4개월 전
전주 우아동 호텔 믹스(MIX),10.0,좋아요 좋아요 좋아요,4개월 전
전주 산정동 칸,8.0,"7만원 주고 잤고, 공간은 매우 넓음. 오래됨. 주변에 모텔 많음. 칸은 그중에 중간 이하. 그냥 예약 안하고 와도 주변에 방 많을 듯. 5만원으로 깍아줘도 다음에는 안감. 방에 담배 펴서 냄새나고 컴도 게임은 안되고 인터넷전용. 방에 비해 TV도 작은편. 침대도 글쎄. 속이불은 매우 불결. 전부 오래 오래됨. 몇몇은 10년은 된듯함. 강력 비추.",21일 전
전주 산정동 칸,10.0,출장 갈 일이 있어서 숙소 잡아 이용했습니다. 숙소들 사진보면 사진이랑 실제랑 다른곳들이 많아 너무 실망스러운데 그래도 여기는 사진과 동일 한 것 같아요. 잘 이용하고 갑니다~ 나중에 또 올게요. :),28일 전
전주 산정동 칸,10.0,정말 깨끗하고 좋았어요 방도 따뜻하게 해달라고 말씀드렸더니 바로 해주셨구요 ㅎㅎ 분위기도 좋네요 또오고싶은 곳이예요 정말 잘쉬다 갑니다 일반 이였는데 사이즈 업도 해주셨네요 ㅎㅎ 친절하시고 좋아서 2일 연박합니다 ㅎㅎ,1개월 전
전주 산정동 칸,10.0,정말 깨끗하고 좋았어요 방도 따뜻하게 해달라고 말씀드렸더니 바로 해주셨구요 ㅎㅎ 분위기도 좋네요 또오고싶은 곳이예요 정말 잘쉬다 갑니다 번창하시고 다음에도 꼭 이용하도록 할게요참고로 ㅡ 일반에서 사이즈 업도 해줬어요,1개월 전
전주 산정동 칸,8.0,"침대가 다소 딱딱한 느낌이 없진 않았지만, 물 따뜻하게 잘 나오고 스파시설도 있어서 좋았습니다! 잘 쉬다갑니다",1개월 전
전주 산정동 칸,8.0,깨끗하고 안마의자도 잘 이용했어요,15시간 전
전주 산정동 칸,10.0,좋아용좋아요옹오오옹,17시간 전
전주 산정동 칸,10.0,사장님 너무친절하셔요 직업상 전주많이가는대단골집 입니다 저는요기서만 자요,23시간 전
전주 산정동 칸,10.0,대실하기 좋습니다!! 욕조 좋아요~!,15일 전
전주 산정동 칸,10.0,조용하고 깨끗하게 잘 자고 갑니다,18일 전
전주 산정동 칸,10.0,처음온곳인데 깨끗하고 사진하고 큰 차이도 없네요^&^다음에도 전주오면 이용해야겠네요7층인데 수압도 좋고 온수도 잘나오고 화장실.욕조 모두깨끗합니다.^^ 다른객실은 모르겠네요 저는 701호^^,1개월 전
전주 산정동 칸,8.0,잘쉬엇다 갑니다 ~~,1개월 전
전주 산정동 칸,10.0,좋아요~~~ 좋아요~~~~ 좋아요~~~~ 좋아요~~~ 좋아요~~~~ 좋아요~~~~ 좋아요~~~ 좋아요~~~~ 좋아요~~~~ 좋아요~~~ 좋아요~~~~ 좋아요~~~~ 좋아요~~~ 좋아요~~~~ 좋아요~~~~,1개월 전
전주 산정동 칸,10.0,제가 일 상 어쩔 수 없이 출장을 전국으로 다니는데 여기는 깔끔하고 깨끗하고 여러가지로 좋아요 화장실도 좋고 간식거리도 맘에 들어요주변에 편의점도 그리 멀지는 않고 식당도 좀만 가니까 다양하드라구요,1개월 전
전주 산정동 칸,10.0,좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝좋아요🌝,1개월 전
전주 산정동 칸,10.0,제가 일 상 어쩔 수 없이 출장을 전국으로 다니는데 여기는 깔끔하고 깨끗하고 여러가지로 좋아요 화장실도 좋고 간식거리도 맘에 들어요주변에 편의점도 그리 멀지는 않고 식당도 좀만 가니까 다양하드라구요,1개월 전
전주 산정동 칸,10.0,"모텔 주차장이 넓어서 주차하기가 너무 좋습니다.객실에 올라오면 방도 깨끗하고 넓어서 너무 좋습니다.화장실도 깨끗해서 사용하기 좋네요.넷플릭스도 볼수 있어서 심심하지 않습니다.샤워시 수압도 좋고 따뜻한 물도 잘 나와서 좋고,충전 케이블도 다양해서 좋습니다.",2개월 전
전주 산정동 칸,10.0,"사장님이 정말 엄청나게 친절하시고 텐션도 높으신 편이었어요. 주변에 gs25 편의점이 있어서 좋고, 숙소 근처에 있는 하천 주변으로 벚꽃도 만개해서 꽃구경도 할 수 있었어요.청결 상태도 좋은 편이고 비품들도 잘 준비되어 있어서 좋았습니다.가격 대비 만족스러운 곳이었어요.",2개월 전
전주 산정동 칸,10.0,"일단 카운터 사장님이 친절하셔서 기분 좋게 들어갔는데 업그레이드 해준방이라고 했지만 그냥 원래 우리가 선택한 방,,,,그리고 들어가자마자 담배 냄새에 쩌들어 죽을뻔했습니다,,,,늦게 입실했다고 대실 오래 한방을 주신거 샅은데 싼마이에 그냥 참고 창문 다 열어 놓고 잤습니다,,,,, 침구에서 완전 쩌든냄새에 그냥 방이 온통 담배 쩌든냄새,,,와이프는 결국 한숨도 못잤네요남자인 친구들끼리 그냥 방잡고 자기 좋은 싼마이 모텔인것 같습니다재방문 의사 없습니다",2개월 전
전주 산정동 칸,10.0,제가 일 상 어쩔 수 없이 출장을 전국으로 다니는데 여기는 깔끔하고 깨끗하고 여러가지로 좋아요 화장실도 좋고 간식거리도 맘에 들어요주변에 편의점도 그리 멀지는 않고 식당도 좀만 가니까 다양하드라구요,2개월 전
전주 산정동 칸,8.6,바이크 여행중에 들렀는데 사장님께서 매우 친절하게 대해주셔서 감사했어요. 방이 한국적이고 원목을 많이 사용한 인테리어에 조명도 편안해서 좋았어요. 무엇보다 전기장판이 있어서 따뜻하게 피로를 풀었어요. 다음에 전주여행때도 근처라면 들릴게요.,2개월 전
전주 산정동 칸,10.0,2PC가 목적이면 매우 비추천입니다. 욕조도 좋고 다 좋았지만 티비의 위치로 봤을 때 무언가를 먹으면서는 못 보겠더라고요... 그리고 컴퓨터도 롤조차 제대로 안 돌아가서 렉 걸리고 강제종료 되고... 마우스 또한 DPI조차 못 바꾸는... 최소한 G102라도 있을 줄 알았는데 조금 실망이 컸네요... 키보드는 그냥저냥이었는데 컴퓨터 하는 공간이 너무 좁아서 안 쪽에 앉은 사람은 못 나가겠더라고요 ㅋㅋㅋ;; 그래도 욕조 하나는 정말 짱 마음에 듭니다. 전기장판도요!,2개월 전
전주 산정동 칸,10.0,항상 잘 이용합니다,2개월 전
전주 산정동 칸,10.0,사장님이 너무 친절하셨어요!방상태 청결했고 티비 연결도 좋았어요!사람이 없어서 업그레이드 해서 주셨고덕분에 가격도 저렴하게 좋은 곳에서 쉬고 올 수 있었습니다!다음에 또 머물고 싶은 가성비 좋은 곳인것 같아요!,2개월 전
전주 산정동 칸,8.0,전주로 출장와서 여기저기 알아보고 고르다가 예약하고 하루 묵었습니다.방이 넓어 제법 쾌적했습니다.그런데 가운에(아직 뜯지도 않은) 긴 머리카락이 있더라고요.그런 부분은 신경 써 주시면 좋을 것 같습니다.피씨 컨디션도 나쁘지 않았습니다.일회용품 제공되고 초록매실 캔 2개와 물 준비되어 있습니다.방도 따뜻하고 침대에는 전기담요가 있어 푹 쉴 수 있었습니다.주변에 먹거리도 좋아요.아침에 조금 나오면 88콩나물 국밥인가 있는데 맛도 좋고 든든합니다.,2개월 전
전주 산정동 칸,10.0,항상 잘 이용하다갑니다,2개월 전
전주 산정동 칸,10.0,친절하시고 좋았어요~,2개월 전
전주 산정동 칸,10.0,리모델링이 정말 잘 되어있어요.,2개월 전
전주 산정동 칸,8.0,잘 이용했습니다.일회용 여자 스킨로션이 있었으면 좋겠습니다.,2개월 전
전주 산정동 칸,10.0,전 차량을 이용안해서 주차장은 잘 모르겠으니 패스~ 객실은 혼자지내기에는 좀 크다 생각될 정도고 욕실도 컸구요 그에비해 TV는 좀 작았고 PC도 있는김에 해봤더니 잘 작동되구요 침대 앞에 요상한 의자가 하나 있구요~ 전체적으로 괜찮았어요~,2개월 전
전주 산정동 칸,10.0,입실 시간보다 한참 늦게 입실할것같아 연락드렸는데 친절하게 말씀해주셔서 감사했습니다!프론트 직원분도 상냥하게 안내해주셔서 좋았어요..😊객실도 넓고 청결하니 좋았습니다.. 온매트가 있다는게 정말..정말좋았어요 날씨가 따뜻해지고있지만 아직까지 추위를 타는 저에겐 정말 천국수준..🥹2pc룸으로 예약했는데 컴퓨터도 사양 정말좋더라구요!!한가지 아쉬웠던점은 화장실에 전구가 나간것같아요..!!! 욕조가까이 천장샤워기쪽 조명은 불이 안들어와서 조금 어두웠어요그거빼곤 두말할것없이 좋았구 잘 쉬다갔습니다!타지역 가긴 애매하고 살던 동네에선 좀 멀리가서 쉬고싶을때는 요기로 오는것같아요.. 이제 두번째지만 앞으로도 또 올 예정이에요!,2개월 전
전주 산정동 칸,8.0,굉장히넓어놀랐습니다.캐큿하고전반적으로만족합니다,2개월 전
전주 산정동 칸,10.0,좋아요~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~좋아요~~~~ 좋아요~~~~,2개월 전
전주 산정동 칸,10.0,항상 만족하면서 쉬다갑니다^^,3개월 전
전주 산정동 칸,8.0,잘 이용하였습니다.,3개월 전
전주 산정동 칸,10.0,"침구정리도  잘되어있고  무지 넓어요. 화장실이  많이  넓구  식사같은거  할수있게.작은바,있는데  그것도 좋구요안마기가  진짜  좋네요  강약조절도 잘되고 안마받고 온수풀 에 담그고  잘있다갑니다",3개월 전
전주 산정동 칸,10.0,깔끔하니좋아요ㅎㅎㅎ,3개월 전
전주 산정동 칸,10.0,오늘도 잘쉬었다 갑니당 최우선은 사장님 너무 친절하셔서 젤좋고 시설도 깨끗하고 다른숙소는 침대가 불편한데 칸은침대가 편해서 편하게 잠잘잤습니다.다음에 전주오면 여기만 오고싶어용 담에 또올게요😘👍👍👍👍👍👍👍👍😛,3개월 전
전주 산정동 칸,10.0,한옥마을 투어중 가까운쪽에 예약했는데 방도크고  깨끗하며 정리정도 잘되었으며주인사장님 친절하셔서 다시오고 싶은 마음이들고 방도 따뜻해서 좋었습니다,3개월 전
전주 산정동 칸,10.0,방도 깔끔하니 좋았구요 냉장고도 커서 뭐 사오기 좋을거같아요 ㅎㅎ 화장실도 욕조쪽 샤워쪽 둘다 수압 너무 좋고 깨끗해요!!! 그리고 물 정말 잘빠지더라구용~ 좋았어요 주인아저씨도 넘 친절하세용ㅎㅎ,3개월 전
전주 산정동 칸,10.0,"어머니가 묵으실 숙소라 이것저것 문의전화 드렸는데 사장님 너무 친절하시고, 어머니도 아주 만족하셨다고 하십니다. 저도 다음에 방문하고싶어요 ㅎㅎ",3개월 전
전주 산정동 칸,10.0,깔끔하구 너무 좋았어요 !!사장님께서도 너무 친절하셨습니다 ㅎㅎ다음번에 또 이용할께요 !!,3개월 전
전주 산정동 칸,10.0,친절하시고 객실도 깨끗해서 좋았습니다 다만 윗층 층간소음이 ㅜㅜ심해서.. 그건 운이겠죠,3개월 전
전주 산정동 칸,10.0,제가 일 상 어쩔 수 없이 출장을 전국으로 다니는데 여기는 깔끔하고 깨끗하고 여러가지로 좋아요 화장실도 좋고 간식거리도 맘에 들어요주변에 편의점도 그리 멀지는 않고 식당도 좀만 가니까 다양하드라구요,3개월 전
전주 산정동 칸,8.0,"전주여행 시 굳이 한옥마을 주변에서 찾을 필요없네요택시로 부담없이 이동가능한 거리의 모텔촌이네요.그중에서도 가격대도 저렴하고 시설 및 청소상태는 괜찮은듯 합니다.물론 주변 다른곳은 가보지 않앗지만, 만족스러운 숙소엿습니다.",3개월 전
전주 산정동 칸,9.0,방에서 냄새 나지 않고 마감재도 괜찮았으며 연두색으로 꾸며놓아 눈이 편안했습니다. 안마의자가 있어 이용해보니 은근 유용했고 화장실도 깨끗하네요 저렴한 가격에 이 정도면 매우 가성비 좋다 생각합니다,3개월 전
전주 산정동 칸,10.0,제가 일 상 어쩔 수 없이 출장을 전국으로 다니는데 여기는 깔끔하고 깨끗하고 여러가지로 좋아요 화장실도 좋고 간식거리도 맘에 들어요주변에 편의점도 그리 멀지는 않고 식당도 좀만 가니까 다양하드라구요,3개월 전
전주 산정동 칸,10.0,여전히 잘 이용합니당 ㅎㅎ 굿굿,3개월 전
전주 산정동 칸,10.0,제가 일 상 어쩔 수 없이 출장을 전국으로 다니는데 여기는 깔끔하고 깨끗하고 여러가지로 좋아요 화장실도 좋고 간식거리도 맘에 들어요주변에 편의점도 그리 멀지는 않고 식당도 좀만 가니까 다양하드라구요,3개월 전
전주 산정동 칸,10.0,항상 숙소도 업그레이드 해주시고.. 반갑게 인사해 주셔서 감사합니다~~ 이번주도 잘 쉬고 갑니당ㅎㅎ,3개월 전
전주 산정동 제이즈 호텔,10.0,가장 큰 장점은 넓은 객실에 깔끔하고 모던한 인테리어라고 생각해요 프론트에서 헤드셋 대여도 해주셨어요 친절하시고 깨끗한 침구와 고사양 게이밍 컴퓨터가 있어서 편안하게 휴식할 수 있어요,1일 전
전주 산정동 제이즈 호텔,8.6,가격도 좋고 시설도 좋았습니다. 물을 조금 더 달라했을때 대답이나 추가질문 없이 한병만 주신건 좀 서비스면이서 섭섭했는데 그밖에 것들은 다 만족스러웠어요 잘 쉬다갑니다.......,3일 전
전주 산정동 제이즈 호텔,10.0,왠만한시설 다 갖춘 착한가격에 가성비 좋아요..나름 깨끗하고 조용해서 푹 쉬었어요..주차장도 넉넉해서 주차하기도 편해서 좋아요..편의점 및 식당들도 가까운곳에 있어서 효율적입니다..,4일 전
전주 산정동 제이즈 호텔,10.0,일요일?숙박으로                              저렴               하게                                       잘이용  하고갑     니다                     있을거다    있는데                그냥 잘이용했네요,4일 전
전주 산정동 제이즈 호텔,10.0,가장 큰 장점은 넓은 객실에 깔끔하고 모던한 인테리어라고 생각해요 프론트에서 헤드셋 대여도 해주셨어요 친절하시고 깨끗한 침구와 고사양 게이밍 컴퓨터가 있어서 편안하게 휴식할 수 있어요,4일 전
전주 산정동 제이즈 호텔,6.0,"방은 전체적으로 어두운 편입니다. 밝은 숙소를 좋아하시는 분들은 참고하시면 좋을듯합니다냉장고 청소는 좀 해주셔야 할 것 같습니다. 열어보고 깜짝놀랐습니다 날파리같은 벌레도 있었고 성에가 차 있는 공간에 노란물이 들어있었습니다세면대 있는 곳에서는 담배냄새가 한번씩 나고, 수압은 이제껏 이용한 숙소에서 가장 약했고 수전 교체가 필요해보입이다. 참고로 7층입니다. 수전 중간에 구멍이 뚫려서 물이 그곳으로 나오더라구요그래도 가격대비 욕조가 있어서 그 부분은 장점입니다.전주역과 가까워서 이용했는데, 5-10분 거리에 식당들도 많아서 이용하기엔 편리합니다관리하시는 사장님은 친절하세요 숙소 사진을 보고 저희가 잘못이해했던 부분들이 있지만 친절하게 얘기해주셨습니다에어컨은 날개에 먼지가 좀 있었습니다. 방음은 특별히 문제가 없었고, 출입문은 잘 잠기지만 안에서 봐도 보일 만큼 출입문 틈새사이가 큽니다. 방음문제는 특별히 없었습니다.체크인과 체크아웃 시간이 넉넉해서 충분히 쉴자리가 필요하신분은 좋을듯합니다",6일 전
